comment,label
ভাই মনদির কয়টা ভাঙ্গা পরছে,3
"বাঁশ বাগানের মাথার উপর চাঁদ উঠেছে ওই,",0
ভারতের জানোয়ার হিন্দু গুলো গরুর জন্য যেভাবে মুসলিম হত্যা করছে ঠিক সেইভাবে বাংলাদেশের হিন্দুরা মুসলিম হত্যার জন্য সুযোগে বসে আছে।,3
"জয় বাংলা জয় বঙ্গবন্ধু"",",4
মালো গুলো মানুষ রুপে অমানুষ,3
তুমি খুব সুন্দর,0
যে ধর্ম গরুর সম্মান রাখতে মানুষ হত্যা করে তা ধর্ম নয় অধর্ম।,3
শুভ জন্মদিন মাই কিউট আপুনিটা,0
ভারী সুন্দরী  গাভী,0
রাজপথে লড়াই সংগ্রমের সংগঠন বাংলাদেশ ছাত্রলীগ।,4
অনেক সুন্ধর হইছে ?,2
আমি বাংলা মুভি দেখি না,2
"প্রাণের সংগঠন বাংলাদেশ ছাত্রলীগ,",4
সুনদার হাসি,0
ছোট বোন হয়ে অনুরোধ করছি দয়াকরে আমার এই ছোট পেজটাতে সবাই লাইক দিন...,0
"আমার নাম্বার দিলাম, লাগলে ফোন করিস... ০১৭৭৪১২২১৮*",2
দূরে গিয়া মর,2
এসএসএফ-এর সদস্যরা যারা আমাদের নিরপত্তায় নিয়োজিত তাদের এটুকুই বলবো- আমাদের মানুষ নিয়েই কাজ।,4
বাংলার সানি লিওন,1
গুড,0
তুমি অনেক ভাল,0
আবার হাফেজ	 মাওলানা সেই সাথে মুফতিও । হা হা হা  । রবিন্দ্রনাথকে একটি পাঞ্জাবী	 একটি টুপি ও একটি পাগরী পড়ালে তার চাইতেও বড় মুফতির মত দেখাবে । বুঝলেন ।,3
সুপার ডুপার ভাল,0
চেহারার থেকে ববস গুলাই ভাল লাগছে। :-D,1
ফাকিন বিচ!!!,1
"১৯৭৫ এ বাবা-মা-ভাইদের হারিয়ে যখন একেবারে নিঃস্ব হয়ে পড়ি তখন এই জনগণের ভালবাসাই আমাকে শক্তি যোগায় নতুন করে বাঁচার প্রেরণা দেয়, এটা সব সময় কিন্তু মাথায় রাখতে হবে।",4
খুকি,0
খবরে দেখলাম ভারতে এক হিন্দু যুবক গাভীর সাথে সেক্স করতে গিয়া ধরা খাইছে। তখন মালুদের চেতনা খারায় না!,3
হে নারী তুমি গরু হও তবেই তোমার রক্ষা !  ভারতের হিন্দুরা নারীকে ন্যূনতম সম্মান  দেয় না।,3
তুমি নায়িকা হলে আরও নাম করতে,0
সামনে কোরবানির হাট বসতে না দিলে ৷ গরুর সাথে ঐ সালাগরেও কোরবানি দিয়ে দিবেন ৷ এতে পুলিশ হউক আর মালো হউক ৷,3
"ত্রিশ বছরের এক ছেলে ষাট বছরের এক মহিলাকে বিয়ে করবার পর বাসরঘরে প্রবেশ করলো। সকালবেলা ছেলেটির লাশ পাওয়া গেল।পোস্টমর্টেম রিপোর্ট থেকে জানা গেল,",1
মাল তুমি 1,1
